rh.aparc.curvind	rh_bankssts_curvind	rh_caudalanteriorcingulate_curvind	rh_caudalmiddlefrontal_curvind	rh_cuneus_curvind	rh_entorhinal_curvind	rh_fusiform_curvind	rh_inferiorparietal_curvind	rh_inferiortemporal_curvind	rh_isthmuscingulate_curvind	rh_lateraloccipital_curvind	rh_lateralorbitofrontal_curvind	rh_lingual_curvind	rh_medialorbitofrontal_curvind	rh_middletemporal_curvind	rh_parahippocampal_curvind	rh_paracentral_curvind	rh_parsopercularis_curvind	rh_parsorbitalis_curvind	rh_parstriangularis_curvind	rh_pericalcarine_curvind	rh_postcentral_curvind	rh_posteriorcingulate_curvind	rh_precentral_curvind	rh_precuneus_curvind	rh_rostralanteriorcingulate_curvind	rh_rostralmiddlefrontal_curvind	rh_superiorfrontal_curvind	rh_superiorparietal_curvind	rh_superiortemporal_curvind	rh_supramarginal_curvind	rh_frontalpole_curvind	rh_temporalpole_curvind	rh_transversetemporal_curvind	rh_insula_curvind	BrainSegVolNotVent	eTIV
128_S_0225.nii	0.8	0.7	3.6	4.0	0.7	4.8	8.9	5.1	1.5	9.1	4.4	6.8	3.9	4.9	1.0	2.0	2.4	1.2	1.8	2.3	5.5	1.6	9.2	5.9	0.4	10.0	12.9	9.8	3.9	5.0	1.2	0.9	0.6	4.6	869726.0	1330439.61661
021_S_0273.nii	1.8	2.2	3.5	5.1	0.6	6.6	15.0	7.2	2.8	19.1	6.7	10.7	5.6	9.6	1.0	2.7	2.7	3.4	3.0	3.9	9.5	3.3	10.3	11.0	1.9	18.2	14.4	14.6	6.3	6.5	1.8	1.6	0.9	6.6	1109633.0	1766893.15121
029_S_1384.nii	1.0	1.4	5.2	4.7	1.4	7.3	9.8	7.4	1.6	14.5	9.3	8.0	5.2	7.7	0.8	2.8	2.2	2.9	3.5	3.6	6.0	4.3	9.4	10.4	1.5	18.0	19.8	11.3	4.1	6.3	1.2	2.3	0.5	7.3	1097353.0	1713025.23457
014_S_0169.nii	0.8	1.0	3.4	3.9	0.5	5.9	9.5	7.0	2.6	13.1	6.4	9.2	5.5	5.9	0.5	2.6	1.8	2.1	2.4	3.8	5.6	2.5	7.7	6.3	2.2	14.1	14.8	7.3	5.7	6.5	1.2	1.8	0.4	6.7	1069012.0	1531117.38507
141_S_1052.nii	0.9	0.8	3.7	3.2	0.6	5.3	10.2	7.1	1.6	11.0	5.7	6.6	4.0	6.4	0.5	2.7	2.4	1.9	2.8	2.4	4.7	1.5	7.0	9.4	0.9	10.6	13.2	8.6	3.7	4.7	1.1	0.8	0.4	4.6	994316.0	1452094.1072
032_S_0978.nii	1.0	0.7	5.3	6.6	1.3	5.7	10.6	7.7	1.9	13.5	7.4	9.8	4.8	6.4	0.7	2.4	1.9	2.6	2.2	3.7	6.6	2.4	9.5	8.8	0.9	17.4	16.4	10.0	5.5	6.3	0.8	1.0	0.5	5.9	1112352.0	1615662.31165
016_S_1263.nii	0.9	0.8	2.9	3.2	1.0	5.0	6.9	4.5	0.7	8.4	4.7	6.7	3.1	5.1	0.6	3.3	1.8	1.6	2.3	2.8	7.0	1.1	8.7	8.7	0.9	12.0	11.7	7.8	4.9	7.2	0.6	1.1	0.3	4.3	952557.0	1410075.70869
014_S_0557.nii	0.9	1.3	2.4	3.2	0.5	5.8	7.0	7.1	1.4	10.0	6.3	7.0	3.4	6.0	0.5	2.4	2.4	1.5	1.7	2.9	5.7	1.7	6.4	6.2	1.3	9.9	9.5	7.7	4.9	6.4	1.0	1.1	0.3	5.1	1084822.0	1586779.17603
053_S_1044.nii	1.0	0.6	3.4	3.4	0.6	5.4	8.6	4.4	1.5	9.5	6.2	7.1	3.4	5.2	0.4	1.8	1.6	1.1	2.0	2.4	5.3	2.0	7.6	6.1	1.4	11.1	13.3	7.6	4.4	6.4	0.6	0.9	0.4	4.4	1073740.0	1639239.10586
027_S_1387.nii	1.0	1.6	3.4	3.2	0.8	7.0	7.9	5.6	1.6	11.2	8.6	7.1	3.5	5.0	0.8	2.8	2.6	3.8	2.6	2.2	5.1	1.9	7.9	5.5	1.8	11.5	12.5	7.7	4.3	5.5	0.8	1.0	0.5	5.0	881445.0	1460072.4659
022_S_1366.nii	1.0	1.0	6.1	4.5	0.6	5.4	9.8	5.7	2.7	14.3	6.9	7.6	5.6	5.8	0.6	3.6	2.2	2.1	3.7	4.4	6.0	2.5	10.9	7.5	1.1	13.3	15.6	10.1	7.0	6.5	1.1	1.6	1.1	4.3	929697.0	1420138.40279
099_S_0492.nii	1.1	0.8	3.5	4.2	0.6	5.3	8.7	5.8	2.0	11.6	6.3	7.6	4.0	4.8	0.8	3.0	2.6	2.0	2.8	4.3	5.9	0.7	9.0	5.7	1.2	15.2	13.8	8.8	4.0	5.5	0.9	0.8	0.5	4.5	976475.0	1466140.57798
141_S_1024.nii	1.3	1.5	5.7	4.7	1.8	5.0	11.4	6.5	1.8	12.5	6.0	7.1	4.1	6.3	0.7	3.4	3.1	1.6	2.9	3.1	6.3	1.5	11.5	9.8	1.8	12.1	19.5	11.9	4.5	8.1	0.8	1.7	0.3	9.7	1141141.0	1767071.98019
012_S_0712.nii	1.0	0.8	3.9	3.1	2.0	6.0	13.2	7.2	1.7	11.1	6.1	4.1	3.4	6.7	0.4	3.7	1.9	1.8	2.4	2.4	7.6	0.9	8.8	6.3	0.8	12.5	15.9	11.5	5.2	6.9	1.6	1.9	0.3	4.4	837175.0	1414475.7095
129_S_1246.nii	0.8	1.9	4.5	4.7	0.8	6.2	12.4	10.3	1.9	13.1	6.7	7.6	4.5	9.0	0.8	2.5	1.8	2.1	2.4	3.8	5.6	1.8	7.0	6.7	1.3	15.8	13.3	8.4	5.5	5.0	1.7	1.2	0.5	4.9	1067087.0	1491774.24723
016_S_1149.nii	1.5	1.0	4.9	3.4	0.8	5.6	11.9	7.4	1.7	10.2	5.4	5.3	4.9	8.4	0.7	3.3	3.0	2.2	3.6	3.3	8.3	1.3	11.5	7.4	0.9	15.6	15.5	12.4	6.6	9.2	1.2	1.3	0.6	3.5	1148171.0	1777284.43727
098_S_0884.nii	0.6	1.2	2.9	2.0	0.9	4.4	6.2	5.0	1.3	7.6	4.6	5.7	3.7	4.1	0.6	1.7	1.7	2.2	2.4	2.4	4.1	1.1	6.9	5.2	0.5	10.9	11.0	7.1	3.3	4.0	1.3	1.1	0.5	6.9	951001.0	1472681.91065
021_S_1109.nii	0.7	1.1	2.5	3.4	0.7	4.3	8.1	5.2	1.9	10.0	7.2	8.5	4.3	4.6	0.5	2.6	2.7	2.0	2.4	2.9	4.9	2.3	6.5	5.7	1.4	11.3	14.9	8.1	3.8	6.0	1.1	1.1	0.5	4.4	867372.0	1297219.27822
068_S_1075.nii	1.9	1.5	4.1	4.0	0.6	7.9	10.1	10.3	2.1	14.0	9.9	9.1	6.5	10.1	0.9	3.0	3.4	2.8	4.6	4.7	8.9	3.0	7.8	7.5	1.3	20.4	17.7	9.2	7.8	8.4	1.4	1.6	0.8	5.5	1225094.0	1859711.8005
067_S_0290.nii	1.1	1.0	4.8	4.9	0.7	5.3	9.3	5.4	2.0	12.3	8.9	8.8	5.2	5.1	0.6	4.0	2.7	1.6	3.0	3.1	6.8	2.3	9.7	6.8	1.3	13.3	17.8	7.3	5.4	7.3	0.8	1.0	0.5	10.3	1122731.0	1785872.47952
006_S_0547.nii	1.6	1.6	5.0	4.0	0.7	7.1	10.2	8.4	2.6	12.3	7.7	6.0	4.3	6.6	0.6	3.4	2.4	2.5	3.5	3.2	5.2	2.3	7.6	6.7	2.4	11.0	18.3	9.2	6.5	8.0	1.1	1.8	0.6	8.8	1062398.0	1559763.90708
131_S_0319.nii	1.0	0.7	2.8	3.1	0.5	4.0	7.3	4.5	1.4	7.3	5.1	6.3	3.4	4.6	0.5	1.7	1.1	1.8	1.8	2.5	5.1	1.7	7.4	5.3	1.0	11.0	12.9	6.8	4.0	4.1	0.5	1.0	0.3	4.2	993395.0	1402023.61925
033_S_1308.nii	1.0	2.4	6.0	4.7	0.9	6.4	10.5	7.0	3.3	11.2	8.9	8.3	5.2	6.6	0.9	2.7	2.9	2.9	3.5	2.7	6.5	4.0	8.0	8.2	1.7	15.9	17.4	9.3	7.6	9.4	0.8	1.8	0.4	7.1	1115323.0	1586664.86106
022_S_0750.nii	1.0	1.3	3.0	3.5	0.8	5.2	6.8	5.0	1.7	8.8	4.7	5.4	2.5	4.7	0.7	2.1	1.5	1.4	1.9	2.0	4.9	1.8	7.6	4.6	1.0	10.4	9.4	7.6	3.4	5.5	0.7	0.9	0.3	4.6	817051.0	1363160.92293
128_S_0258.nii	0.9	1.0	3.0	3.6	0.3	4.2	7.3	6.9	1.8	9.5	5.0	6.9	3.4	5.9	0.4	3.2	2.2	1.1	2.9	3.0	7.4	1.9	7.7	6.7	2.2	15.1	11.4	7.5	4.4	7.5	0.8	0.8	0.5	4.6	1083354.0	1621041.97252
013_S_0592.nii	0.8	1.3	3.2	3.4	0.8	4.4	9.9	5.7	1.6	10.9	4.3	8.2	3.3	4.6	0.6	2.3	1.6	1.6	1.9	3.4	6.1	2.2	7.4	5.9	1.2	9.5	10.7	8.4	3.7	5.9	0.8	1.3	0.4	6.5	996445.0	1658532.8739
018_S_0103.nii	1.2	1.9	3.8	3.8	0.9	7.1	11.7	9.3	0.7	16.0	8.0	8.1	4.8	7.8	0.7	3.6	3.2	1.8	2.2	3.6	6.5	1.8	11.2	8.5	1.1	14.4	19.9	8.2	6.0	6.2	1.4	1.2	0.4	6.9	1080520.0	1872059.43253
023_S_0963.nii	1.1	1.1	3.0	3.7	1.0	5.2	7.7	8.2	2.0	11.0	4.9	6.9	3.3	5.4	0.6	2.8	2.0	1.9	1.8	2.8	5.3	1.6	7.1	8.0	1.2	12.9	11.5	8.8	4.6	4.8	1.3	0.8	0.5	5.1	1055891.0	1563791.16343
033_S_1281.nii	0.7	0.8	2.7	2.5	0.5	5.0	7.6	4.5	1.1	6.2	4.9	4.8	3.4	3.4	0.3	2.2	1.5	1.9	2.3	3.0	4.4	1.6	6.1	4.4	0.7	8.3	10.1	7.3	3.2	4.6	1.2	0.9	0.3	2.3	914134.0	1406605.97472
131_S_0409.nii	1.0	1.6	3.4	4.1	1.7	6.4	10.9	6.9	2.0	12.3	8.1	8.8	4.2	6.7	0.7	2.6	2.6	1.7	3.1	3.3	6.1	1.6	9.2	10.0	2.5	10.6	12.7	9.3	6.6	6.1	1.1	2.2	0.2	3.4	1109191.0	1812034.21092
099_S_1144.nii	1.1	1.2	5.0	3.0	0.8	5.3	8.6	7.7	1.7	12.8	5.7	6.4	4.2	6.7	0.5	3.1	3.8	2.0	3.5	2.1	7.1	2.2	9.8	6.3	1.3	12.6	13.3	9.4	5.3	7.7	1.5	1.0	0.6	7.5	1045929.0	1616991.59672
031_S_0618.nii	0.8	0.9	3.8	3.7	0.8	6.3	13.8	9.3	1.8	17.3	6.3	6.9	4.0	6.4	0.6	2.5	2.4	1.9	3.4	2.9	6.1	2.3	7.7	8.0	1.4	14.2	13.8	11.0	5.1	8.6	1.4	1.2	0.5	4.7	1038270.0	1404416.17631
012_S_1321.nii	1.1	0.9	3.1	3.6	1.2	5.2	8.7	8.9	1.9	11.3	6.3	7.6	4.6	7.0	1.1	2.7	2.6	2.7	1.6	2.7	8.7	1.8	10.6	6.4	1.6	14.6	14.5	7.8	5.6	5.9	1.3	1.0	0.7	3.7	1089625.0	1698401.5653
036_S_0759.nii	0.9	0.7	6.2	3.7	0.7	4.8	10.9	6.0	1.3	9.6	3.7	6.9	3.8	6.1	0.4	1.7	2.0	2.1	2.3	3.0	5.2	1.7	6.3	4.8	0.4	9.2	9.9	6.7	4.7	6.0	1.4	1.2	0.5	3.1	893158.0	1454268.52793
021_S_0984.nii	1.2	0.9	4.6	3.6	0.8	7.3	14.2	9.2	2.3	13.3	6.3	8.4	4.5	8.4	0.8	2.3	3.0	3.0	2.4	3.2	9.3	1.9	10.2	9.5	1.4	16.2	19.2	9.8	7.5	9.1	1.0	4.5	0.5	6.9	1182958.0	1879723.7905
020_S_0883.nii	0.9	1.1	2.7	4.5	0.3	6.7	7.4	6.0	2.0	10.9	4.9	7.4	3.0	5.1	1.1	1.8	2.1	1.2	2.2	2.8	5.9	1.8	7.7	7.8	1.4	8.8	10.8	9.5	5.2	7.3	1.0	0.7	0.5	4.7	1066181.0	1630048.13135
073_S_0311.nii	0.7	0.9	3.4	2.6	0.6	5.6	8.3	4.5	2.0	8.9	5.6	6.3	2.9	7.2	0.9	2.8	3.0	2.2	4.1	2.4	5.6	1.0	9.8	6.6	1.2	9.0	17.5	8.6	5.4	10.5	0.8	1.2	0.7	5.6	849453.0	1349024.46696
024_S_1307.nii	0.8	1.6	4.7	3.5	1.0	4.4	9.4	5.2	1.7	11.1	5.7	7.6	3.6	4.2	0.5	2.1	1.6	2.1	2.8	2.9	5.5	2.1	8.8	5.7	1.7	10.1	12.9	8.5	3.8	7.4	0.7	1.5	0.4	4.0	1056895.0	1568347.99928
027_S_0116.nii	1.1	1.3	3.3	4.4	1.1	6.0	8.8	7.5	1.3	11.8	5.4	6.4	4.9	5.5	0.8	2.1	2.1	1.9	3.9	2.9	5.5	3.4	7.1	6.0	0.4	11.4	16.4	8.4	5.2	5.3	0.8	1.3	0.5	5.7	943601.0	1380429.0707
031_S_0321.nii	0.9	1.7	3.6	3.4	1.0	4.6	9.2	6.1	1.5	11.3	7.8	7.9	4.3	5.8	0.5	2.1	2.0	2.2	2.9	3.3	4.3	2.0	7.0	6.9	0.5	12.4	12.1	6.7	3.6	5.8	1.7	2.0	0.5	5.2	922601.0	1434457.22469
013_S_1275.nii	1.1	0.9	4.8	3.3	0.8	5.9	11.4	7.8	1.2	11.6	6.8	7.0	4.9	7.1	0.6	3.6	2.5	2.2	2.3	3.3	7.2	2.4	12.6	7.2	2.0	15.8	18.3	8.9	6.2	6.6	1.4	2.1	0.4	3.8	984179.0	1557637.03746
013_S_1120.nii	0.9	0.7	3.4	2.9	0.8	4.0	6.8	6.0	1.6	8.6	4.1	5.6	3.4	6.8	0.7	1.8	1.4	1.5	2.0	2.3	4.9	1.9	6.2	5.7	0.9	9.9	13.3	6.6	3.6	4.9	1.3	0.9	0.3	2.6	840664.0	1464251.11593
037_S_0377.nii	1.3	1.2	4.3	4.6	1.0	5.7	11.0	7.3	2.3	14.4	6.4	8.0	3.1	6.1	1.1	2.8	2.2	1.5	3.3	3.2	7.8	3.3	8.4	7.4	1.5	13.1	13.7	9.8	6.6	9.2	0.7	0.9	0.6	5.3	1147769.0	1700538.65398
009_S_1030a.nii	1.1	1.6	5.3	3.9	0.5	6.6	10.6	8.3	1.7	13.0	7.1	9.2	4.0	6.7	0.5	3.6	2.2	2.0	2.4	4.2	6.6	1.6	13.5	9.3	1.3	12.1	22.5	11.5	5.4	7.5	1.0	1.6	0.5	5.6	1212505.0	1818048.85672
014_S_0520.nii	1.3	0.7	6.2	3.1	1.4	5.2	10.1	6.5	1.6	10.7	4.9	7.3	4.0	7.6	0.7	2.6	2.9	2.0	3.2	3.2	7.7	2.5	10.0	7.3	1.2	14.4	18.5	8.3	6.0	6.6	0.9	1.2	0.5	8.8	1123420.0	1554260.36416
032_S_1169.nii	0.7	1.6	3.8	2.8	1.2	3.5	7.9	8.1	1.3	12.0	6.5	5.8	3.9	6.2	0.4	1.3	2.5	1.8	3.1	2.2	5.9	2.0	7.6	5.0	1.4	13.5	13.7	6.8	6.0	4.5	1.7	1.0	0.5	7.3	987206.0	1547743.48595
133_S_1170.nii	0.6	1.0	2.2	3.0	0.6	4.5	7.8	5.1	1.3	8.6	6.1	6.1	3.8	4.3	0.7	1.6	1.9	1.3	3.4	2.2	4.4	2.0	6.1	5.8	1.4	10.2	10.1	4.8	4.7	4.6	0.8	0.8	0.5	5.6	943000.0	1429353.53372
128_S_1409.nii	1.0	0.7	3.4	3.0	0.6	4.9	6.8	6.2	1.8	10.1	5.8	5.4	3.4	5.4	0.5	2.2	2.1	2.0	2.5	3.7	5.0	2.1	8.4	6.1	0.8	8.7	10.6	7.0	4.9	5.0	0.7	1.0	0.3	4.0	1144015.0	1815683.6829
136_S_0107.nii	0.5	1.1	1.5	2.7	0.9	5.0	6.7	4.3	1.7	8.2	4.1	6.6	3.1	4.5	0.5	2.5	1.9	1.4	2.4	2.3	4.0	1.8	6.8	5.4	0.7	8.3	8.0	7.0	3.9	5.4	0.5	1.3	0.4	4.7	1048724.0	1481549.42433
073_S_0312.nii	1.3	1.8	3.8	4.0	0.8	6.8	8.8	7.2	1.8	12.0	5.6	7.9	4.0	5.8	0.7	2.0	1.7	1.7	2.6	3.0	7.2	2.1	10.7	7.7	1.9	11.6	13.7	9.5	4.1	6.5	0.7	1.3	0.4	5.6	1087482.0	1718698.14546
126_S_0708.nii	1.2	1.3	4.0	3.3	1.2	6.7	8.6	6.4	1.4	10.4	6.3	8.0	3.9	5.4	0.6	2.4	1.9	1.8	2.5	2.3	7.4	1.9	7.2	7.2	1.3	15.4	11.2	8.6	6.9	6.5	1.2	1.5	0.4	7.4	1217676.0	1791345.18748
099_S_0090.nii	0.7	0.5	2.7	3.1	0.4	4.8	7.9	6.4	1.2	11.4	6.5	6.4	3.5	5.4	0.3	2.9	1.6	1.7	2.7	3.1	4.9	1.7	7.0	5.3	0.4	10.5	12.1	7.3	3.8	5.7	0.9	1.0	0.3	4.3	1038137.0	1570842.09434
052_S_0951.nii	0.9	1.4	4.1	3.1	0.9	5.6	7.5	6.9	1.5	11.3	4.7	6.4	4.5	4.7	0.5	2.1	1.8	1.9	2.6	2.9	5.7	1.2	7.6	6.2	1.3	11.5	13.6	7.9	5.3	6.1	0.9	1.6	0.5	7.4	1058718.0	1651504.62761
031_S_1209.nii	1.6	0.9	2.8	3.9	0.6	5.6	8.8	6.6	1.8	10.9	5.8	7.3	4.1	6.0	0.5	3.0	2.0	1.7	2.7	3.2	6.6	2.3	7.2	6.4	1.5	14.4	12.6	9.6	5.5	8.6	0.9	1.6	0.6	4.7	1169982.0	1750882.95501
012_S_0917.nii	1.0	0.8	3.1	3.6	0.4	5.5	7.2	3.4	2.1	12.5	4.7	6.6	2.9	4.2	0.5	1.8	1.4	1.2	2.8	3.5	4.5	1.8	7.1	5.8	0.8	11.1	11.1	6.2	4.7	4.8	0.7	0.8	0.3	4.3	1040848.0	1450859.8344
006_S_0653.nii	1.5	0.8	3.0	2.6	0.4	5.0	9.0	5.1	1.2	8.6	4.9	4.9	4.4	5.7	0.4	2.3	1.7	1.6	2.2	1.8	4.7	1.4	6.0	4.7	0.8	9.3	10.2	7.3	4.1	5.9	0.7	1.0	0.4	7.4	917732.0	1430623.35601
082_S_1119.nii	1.2	1.2	3.5	3.4	1.1	6.6	10.5	6.1	1.6	10.5	5.3	6.1	3.0	6.4	0.7	2.7	1.8	1.4	2.1	2.6	5.2	2.3	8.1	7.5	1.9	11.6	13.5	8.6	5.9	6.3	1.5	1.5	0.6	6.8	920254.0	1521413.03834
131_S_0457.nii	0.9	0.4	3.1	3.4	0.8	4.8	6.3	4.7	1.3	8.7	6.1	5.8	3.9	5.0	0.6	2.1	1.2	1.9	2.3	3.3	5.2	0.8	7.9	6.2	0.8	10.5	11.7	7.6	4.7	5.0	0.7	0.9	0.3	7.6	791387.0	1217282.17641
136_S_0429.nii	0.6	0.7	2.4	2.9	1.2	5.1	8.0	5.6	2.3	10.0	5.5	6.1	4.1	4.2	0.5	2.3	2.6	1.8	3.6	2.7	4.5	2.4	7.6	6.9	0.9	13.5	11.8	6.8	4.2	4.9	0.9	1.1	0.6	4.0	1273107.0	1820265.89242
011_S_0005.nii	0.8	1.5	4.4	2.8	0.8	5.1	9.5	5.4	1.4	7.5	4.9	4.4	4.1	5.0	0.6	2.4	1.5	1.7	2.1	1.5	6.5	2.6	6.7	6.3	1.3	11.4	10.6	9.5	4.4	6.5	0.5	1.0	0.4	7.8	1160367.0	1690592.13784
023_S_0887.nii	1.0	1.9	4.0	3.0	0.6	4.9	7.7	6.5	1.3	10.3	4.5	6.6	2.9	6.4	0.6	2.6	3.3	1.5	2.9	2.1	6.7	2.3	9.2	6.8	1.7	11.0	15.4	10.2	6.3	6.7	0.7	2.1	0.5	6.3	1009860.0	1547332.85812
057_S_0957.nii	1.4	1.0	2.5	3.3	0.7	5.4	9.1	4.6	2.3	11.0	5.8	8.3	4.0	5.5	0.7	2.3	2.4	1.2	3.2	2.8	5.2	2.4	7.7	6.0	1.1	13.1	10.8	7.9	5.9	6.4	0.8	0.9	0.8	7.7	1105282.0	1676737.64611
033_S_0920.nii	0.5	0.8	2.8	2.5	0.4	4.9	7.0	4.5	1.3	7.4	4.9	5.2	3.6	3.1	0.4	2.3	1.2	1.6	1.5	2.2	4.3	1.6	5.7	5.4	0.8	9.2	9.7	7.2	2.5	4.9	0.8	0.9	0.3	3.1	947155.0	1443046.9353
002_S_1018.nii	0.8	0.9	2.7	3.4	0.4	4.1	6.8	5.4	1.2	8.5	4.9	6.8	1.9	3.8	0.3	1.8	1.7	1.4	2.0	3.2	5.6	1.6	6.9	4.7	1.0	10.1	10.8	7.4	3.6	4.7	0.7	1.1	0.4	4.8	1011970.0	1501766.12336
011_S_0241.nii	0.8	0.7	4.9	2.2	0.6	6.2	8.0	7.5	1.8	8.5	8.9	4.0	3.9	7.2	1.0	2.3	2.2	2.4	1.8	1.5	4.6	1.9	5.8	5.6	2.0	12.7	15.2	8.0	6.4	6.0	0.7	2.0	0.3	7.0	978540.0	1538856.22927
067_S_0038.nii	1.3	0.7	3.1	4.3	0.9	5.1	9.9	5.9	2.4	10.5	5.7	8.1	2.7	6.8	1.1	1.7	1.8	1.4	2.2	3.3	5.5	1.8	6.6	6.6	1.2	10.7	11.7	9.6	4.0	6.5	0.8	1.1	0.4	3.7	1019677.0	1543071.10054
126_S_0680.nii	0.9	0.9	2.7	2.7	0.4	3.5	7.4	4.6	1.2	7.3	5.4	4.3	3.0	4.4	0.4	1.5	1.5	1.2	1.7	2.0	5.1	1.7	6.0	4.8	1.5	8.1	7.8	7.5	3.5	4.7	0.5	0.6	0.3	3.7	955205.0	1427357.14342
137_S_1426.nii	1.6	1.4	6.9	4.5	0.9	5.0	11.7	8.8	1.3	10.0	6.3	7.7	4.7	7.3	0.7	3.3	2.8	1.8	3.0	3.5	9.3	1.4	11.8	7.2	0.7	17.0	20.5	12.8	6.7	8.8	0.8	1.4	0.9	7.3	1030599.0	1791341.84934
057_S_1007.nii	0.8	0.5	3.6	4.2	1.0	5.5	8.4	6.4	1.7	10.6	6.0	7.8	3.9	5.1	0.6	2.4	2.1	1.4	3.3	3.9	6.5	2.5	10.7	7.4	0.6	10.8	13.0	8.8	4.0	6.1	0.6	1.1	0.3	6.0	1171754.0	1743254.1898
141_S_0790.nii	0.9	1.4	3.8	3.7	0.7	5.7	9.7	7.2	1.9	14.0	5.8	7.4	4.0	5.5	0.9	2.2	1.9	1.7	2.5	2.6	5.7	2.7	7.7	7.9	2.0	11.9	16.7	11.7	5.9	6.1	1.8	1.1	0.5	4.4	883404.0	1379875.87427
013_S_1186.nii	1.1	1.1	4.4	3.5	0.7	6.9	9.6	7.8	2.2	11.8	8.3	7.3	4.2	8.0	0.4	2.6	2.9	2.8	3.9	2.4	6.6	2.4	9.4	7.1	2.1	14.2	16.8	10.0	7.2	6.5	1.6	1.1	0.5	5.3	1050260.0	1641728.74019
137_S_0366.nii	0.5	1.1	2.5	3.1	0.6	3.9	7.0	4.8	1.0	10.1	3.6	6.5	2.8	3.7	0.5	1.9	1.2	1.1	1.9	3.2	4.7	1.7	5.9	4.0	1.0	9.2	8.6	7.5	2.9	4.6	0.5	0.6	0.3	2.9	848924.0	1294378.61172
136_S_0086.nii	0.8	0.6	4.3	3.2	0.4	5.3	7.6	5.4	0.9	9.2	7.8	5.0	3.7	4.9	0.6	2.0	2.0	1.9	2.8	1.7	4.0	2.4	7.4	5.7	0.5	10.1	14.8	6.3	4.7	6.1	1.0	0.8	0.6	3.3	920339.0	1406325.62868
022_S_0004.nii	1.3	1.5	3.6	4.9	0.6	5.4	10.4	7.5	2.3	11.9	6.7	8.9	3.8	6.4	0.8	2.5	2.2	2.3	2.0	3.8	8.8	3.0	11.8	6.9	1.8	14.9	13.1	8.5	6.2	7.1	1.0	0.9	0.5	4.6	1164424.0	1702052.28427
009_S_0751.nii	1.3	0.5	2.8	3.2	0.4	4.0	8.0	5.1	1.9	10.6	4.5	7.5	3.1	5.5	0.4	1.9	1.4	1.5	1.6	2.7	6.3	1.1	9.1	7.1	1.1	11.2	10.5	7.9	4.4	6.0	0.8	1.0	0.4	5.4	1064638.0	1704581.29449
037_S_1225.nii	1.2	0.8	5.2	2.9	1.8	7.8	15.4	10.0	2.1	12.8	7.5	7.5	4.4	8.6	0.5	2.8	3.6	2.5	2.9	2.9	7.6	1.8	9.7	8.0	0.5	16.1	23.1	15.7	7.6	11.3	1.4	1.7	0.5	5.1	1010871.0	1557515.60089
023_S_1046.nii	1.9	1.4	5.4	4.2	1.6	7.3	14.9	8.4	1.9	17.5	7.2	6.7	3.6	6.8	0.6	3.9	2.5	2.0	3.5	4.1	7.6	2.8	11.7	10.0	1.4	14.1	22.2	13.1	7.2	8.3	0.9	1.4	0.5	6.2	1269315.0	2019474.86607
137_S_1414.nii	1.0	0.8	5.1	3.6	0.7	5.0	12.1	6.4	1.6	15.6	5.3	9.5	4.3	9.1	0.8	2.6	2.1	2.5	2.8	2.6	8.4	1.8	10.0	7.8	1.3	12.6	18.0	10.1	6.3	7.4	0.6	1.9	0.8	9.5	1081681.0	1607994.08678
041_S_1002.nii	1.1	1.1	5.8	4.2	1.2	5.9	11.9	12.1	1.4	10.6	6.8	8.7	4.6	8.8	0.5	3.1	1.9	2.0	2.5	3.6	7.0	3.1	9.2	8.8	2.5	14.2	16.7	10.5	7.0	7.7	1.3	1.2	0.4	6.5	1080960.0	1653606.90602
128_S_0205.nii	1.1	0.9	2.8	3.7	0.5	5.2	10.6	6.2	1.8	11.2	6.6	8.7	3.2	4.9	0.5	2.8	2.8	2.1	2.5	3.6	6.9	1.7	8.1	8.0	1.6	11.9	15.4	9.2	6.6	6.9	1.3	1.9	0.7	5.0	1147335.0	1649094.10526
023_S_0388.nii	1.2	1.8	6.4	4.7	1.2	5.9	11.3	6.6	1.9	10.1	8.3	6.9	3.8	5.6	0.6	4.1	1.8	1.8	2.3	3.3	8.5	1.7	12.0	7.6	1.5	12.7	17.9	9.2	4.7	7.8	0.8	1.0	0.6	3.5	1190449.0	1832860.67429
098_S_0269.nii	0.8	1.3	3.0	2.9	1.4	4.6	8.8	5.5	1.6	8.1	5.9	6.1	3.6	4.7	1.1	1.7	1.3	1.4	2.1	2.2	5.7	1.9	7.5	5.5	1.6	9.4	12.3	7.3	4.1	7.8	1.1	1.1	0.5	3.7	1061005.0	1612661.21423
002_S_1070.nii	0.7	0.6	3.3	4.7	0.4	5.8	7.1	5.6	1.3	10.7	5.6	7.5	2.7	5.3	0.5	3.5	1.8	1.6	1.5	3.6	5.4	2.5	7.7	5.9	1.3	10.2	11.6	7.8	3.8	5.0	0.7	0.9	0.5	5.6	1151525.0	1697096.01566
037_S_0303.nii	0.8	1.4	2.6	4.8	0.7	6.6	8.7	5.5	1.4	11.4	5.1	5.6	4.0	5.7	0.4	2.1	2.7	2.5	2.6	3.0	6.5	1.7	8.3	7.0	0.7	12.5	12.2	9.0	6.2	6.6	1.0	1.2	0.5	6.8	982546.0	1487323.277
130_S_0232.nii	1.1	1.5	3.9	3.5	0.6	4.6	8.8	8.1	1.5	10.8	7.4	8.8	4.0	7.4	0.5	2.4	2.1	2.1	1.8	2.6	6.3	2.3	9.6	7.1	1.9	12.9	13.9	8.0	5.3	4.8	1.4	1.2	0.5	5.7	1095776.0	1757966.98229
