rh.aparc.curvind	rh_bankssts_curvind	rh_caudalanteriorcingulate_curvind	rh_caudalmiddlefrontal_curvind	rh_cuneus_curvind	rh_entorhinal_curvind	rh_fusiform_curvind	rh_inferiorparietal_curvind	rh_inferiortemporal_curvind	rh_isthmuscingulate_curvind	rh_lateraloccipital_curvind	rh_lateralorbitofrontal_curvind	rh_lingual_curvind	rh_medialorbitofrontal_curvind	rh_middletemporal_curvind	rh_parahippocampal_curvind	rh_paracentral_curvind	rh_parsopercularis_curvind	rh_parsorbitalis_curvind	rh_parstriangularis_curvind	rh_pericalcarine_curvind	rh_postcentral_curvind	rh_posteriorcingulate_curvind	rh_precentral_curvind	rh_precuneus_curvind	rh_rostralanteriorcingulate_curvind	rh_rostralmiddlefrontal_curvind	rh_superiorfrontal_curvind	rh_superiorparietal_curvind	rh_superiortemporal_curvind	rh_supramarginal_curvind	rh_frontalpole_curvind	rh_temporalpole_curvind	rh_transversetemporal_curvind	rh_insula_curvind	BrainSegVolNotVent	eTIV
116_S_0360.nii	1.5	0.6	3.3	5.0	0.6	6.2	8.4	5.0	2.1	15.1	5.5	9.6	3.4	5.6	1.2	2.9	2.2	1.8	3.7	3.4	7.7	2.6	9.3	7.4	1.0	12.8	12.8	9.6	6.4	7.1	1.2	1.1	1.4	6.0	1193268.0	1641728.57526
100_S_0190.nii	1.0	2.0	3.6	3.0	0.5	5.3	9.1	5.8	1.4	8.2	6.1	6.1	4.6	5.1	0.4	3.3	2.2	1.5	2.8	2.2	5.5	1.2	7.2	7.2	1.0	11.1	13.0	8.9	5.6	6.3	0.6	1.6	0.5	6.2	1006698.0	1665749.03894
129_S_0778.nii	0.8	1.9	4.0	4.4	0.8	5.5	8.0	7.6	2.7	12.7	6.8	7.5	3.9	7.3	1.1	2.7	2.1	2.6	3.9	3.1	6.6	3.3	10.2	7.8	1.5	12.1	12.8	9.9	5.0	7.2	1.1	1.8	0.6	5.5	1030876.0	1593925.44752
012_S_1009.nii	1.5	0.9	2.7	4.9	0.4	4.0	7.9	5.8	1.5	9.9	4.1	4.7	3.1	5.0	0.4	3.3	1.2	1.0	1.7	2.2	5.1	2.6	6.4	7.5	0.7	8.1	11.2	9.2	3.8	4.9	0.6	0.9	0.3	4.6	1099982.0	1670110.66483
082_S_0469.nii	0.9	0.9	3.4	2.2	0.6	5.6	8.2	6.3	1.0	10.0	8.0	5.3	3.4	5.5	0.4	2.4	1.5	1.4	1.5	1.9	5.3	1.3	7.5	6.1	0.7	10.0	13.1	7.1	4.2	5.2	0.7	1.3	0.5	5.4	833964.0	1449750.73007
067_S_0828.nii	0.6	1.0	2.4	3.1	0.7	4.5	5.6	4.5	1.4	8.9	4.4	9.1	1.9	4.7	0.6	1.6	1.4	1.2	1.9	3.4	4.4	1.6	6.0	5.1	0.7	9.6	10.7	7.8	3.8	5.1	0.8	0.9	0.2	3.8	874002.0	1311678.66677
116_S_0890.nii	0.7	2.1	3.2	3.4	0.3	6.1	8.7	6.9	1.2	11.1	5.6	8.5	3.7	6.2	0.7	2.0	2.8	1.6	2.3	2.6	5.7	2.5	9.8	6.7	2.0	12.4	11.9	10.1	5.0	5.1	0.8	1.1	0.6	3.6	993851.0	1431769.23055
016_S_0590.nii	0.8	1.1	3.6	3.4	0.5	6.7	9.5	9.2	1.5	10.8	4.7	6.9	3.5	6.1	0.4	2.7	2.8	2.0	3.4	2.5	6.3	2.2	9.8	7.0	2.5	14.7	14.2	9.9	4.6	7.3	1.1	1.6	0.7	8.4	943718.0	1325078.81653
023_S_0081.nii	0.9	0.8	3.2	3.3	1.3	4.9	8.9	6.6	1.3	11.1	5.5	6.8	3.5	5.3	0.8	3.1	1.5	2.2	2.3	2.5	6.2	2.0	9.8	5.7	0.7	11.8	14.6	9.1	3.7	5.9	0.9	0.8	0.6	4.5	991518.0	1559365.77409
082_S_0640.nii	1.0	1.3	3.5	3.6	0.6	4.8	7.8	7.5	2.2	11.3	6.8	5.9	3.4	6.2	0.5	2.2	1.8	2.0	2.6	3.1	5.8	1.8	10.8	5.9	0.7	12.5	14.7	6.6	3.8	4.9	0.8	1.1	0.4	3.7	1043105.0	1473839.81749
013_S_1161.nii	0.7	1.9	3.4	3.6	0.6	6.0	10.1	5.4	2.6	9.6	6.5	7.2	3.5	6.3	0.6	3.3	3.0	1.4	2.7	3.1	8.7	2.4	10.3	7.7	2.4	14.2	14.3	10.6	5.1	7.2	1.2	1.3	0.5	6.4	1032793.0	1671329.19945
137_S_0443.nii	1.4	0.9	2.3	4.2	0.4	5.8	10.5	5.0	1.3	9.2	7.0	7.5	4.2	6.5	0.5	3.8	2.6	2.5	2.7	2.9	6.9	1.8	7.7	7.4	1.4	11.2	11.4	9.0	7.8	6.5	0.8	1.2	0.5	5.3	1061045.0	1425487.54705
005_S_0221.nii	0.9	1.2	3.4	3.7	1.1	5.0	7.0	5.9	1.5	10.0	6.5	7.1	2.9	4.6	0.8	3.0	1.4	1.7	2.3	3.9	5.3	1.5	7.2	6.4	2.0	13.1	12.3	7.5	4.2	4.7	0.9	1.3	0.5	5.5	1074386.0	1709642.9695
130_S_0285.nii	0.7	0.9	3.7	3.1	0.5	3.6	7.2	4.3	0.9	10.1	4.3	5.1	4.0	3.7	0.4	2.4	1.3	1.6	2.0	2.0	5.7	1.9	6.2	5.1	1.2	9.6	9.5	6.1	4.0	4.6	1.0	0.8	0.5	4.8	1049844.0	1491557.89338
018_S_0080.nii	1.0	1.8	4.1	5.5	1.3	7.2	13.8	6.9	3.2	13.5	6.3	9.2	2.8	6.9	1.6	3.7	2.5	2.1	2.6	3.8	6.1	3.9	12.1	10.3	1.1	18.5	19.5	10.6	7.5	6.6	0.9	1.3	0.5	5.5	931827.0	1422664.94589
037_S_0327.nii	0.7	0.9	4.4	4.9	0.8	6.1	9.9	8.7	2.2	10.6	5.2	6.8	4.3	5.8	0.7	3.3	3.2	2.0	3.5	3.3	7.0	3.4	11.5	9.3	1.3	13.9	14.6	9.0	5.9	7.1	0.9	1.7	0.6	6.6	1137538.0	1709666.9368
032_S_0214.nii	1.3	1.1	7.0	6.1	0.8	6.7	11.7	9.5	2.9	15.0	11.9	9.3	5.7	9.6	0.8	4.6	4.4	2.7	5.1	4.5	14.0	4.1	17.5	10.1	1.6	24.5	24.9	13.7	12.1	11.3	1.6	1.3	0.6	8.2	1278781.0	1763088.06848
114_S_0374.nii	0.8	0.9	3.5	2.4	0.8	4.9	9.5	5.5	1.3	8.0	4.5	4.8	3.0	5.2	0.4	2.2	2.3	1.2	1.9	1.3	6.0	2.0	8.0	5.2	1.0	9.8	11.0	6.8	4.1	6.0	1.4	0.8	0.5	5.1	968387.0	1513796.18466
033_S_0723.nii	1.0	0.7	2.7	3.5	2.4	6.8	9.6	6.9	1.5	8.9	6.3	5.9	3.4	6.2	0.4	2.5	2.1	2.7	2.7	3.8	4.6	3.1	7.9	5.2	0.4	12.8	13.2	8.2	4.4	5.9	0.9	1.7	0.5	7.2	976077.0	1399579.385
109_S_0967.nii	1.3	0.4	3.0	3.3	0.4	4.3	9.3	5.2	1.8	11.2	4.6	7.5	2.6	6.4	0.4	2.5	1.9	1.9	3.0	2.7	6.4	1.6	8.2	6.5	0.9	11.3	12.1	7.9	5.6	6.3	0.6	0.9	0.5	7.2	1015232.0	1460228.24063
068_S_0109.nii	1.6	1.3	1.9	2.7	0.5	4.1	6.1	4.5	1.2	8.2	4.1	5.2	2.6	4.0	0.4	2.2	1.5	1.2	1.7	2.1	4.3	1.6	6.3	5.4	0.9	8.5	8.1	7.3	2.9	4.3	0.7	0.9	0.4	4.0	880286.0	1377254.52479
011_S_0008.nii	0.9	0.6	4.0	3.9	0.4	5.0	12.0	8.4	1.9	10.5	6.7	7.0	2.5	6.1	0.5	2.9	2.6	3.0	2.8	2.5	5.4	2.3	8.2	6.4	1.8	13.8	17.5	12.6	4.1	6.9	0.7	0.8	0.4	3.0	957842.0	1422325.92012
099_S_0352.nii	0.9	1.1	2.6	3.6	0.3	4.5	8.9	7.1	1.4	9.2	5.8	6.4	4.3	4.9	0.5	2.3	2.3	1.7	2.6	2.2	5.3	3.9	7.2	6.4	1.5	13.3	11.4	8.4	5.5	6.6	2.0	1.3	0.5	6.4	816127.0	1272304.79641
052_S_1168.nii	1.0	0.8	5.2	4.0	0.8	5.4	7.2	4.4	1.3	8.5	6.8	6.4	4.9	4.7	0.6	3.0	1.9	1.4	2.5	2.8	5.1	2.7	8.2	8.0	0.8	14.6	18.8	7.1	5.0	6.1	0.8	1.2	0.4	5.1	919061.0	1319858.89459
131_S_0384.nii	0.7	0.6	4.8	3.4	0.9	4.4	8.5	6.2	1.7	11.3	6.7	5.4	4.1	5.9	0.5	2.0	1.8	1.2	2.7	2.2	5.4	2.1	7.8	7.4	0.8	11.7	16.2	8.0	5.2	6.5	1.3	0.9	0.4	4.8	1039973.0	1507999.04072
053_S_0389.nii	0.6	1.8	2.9	3.8	0.5	6.0	9.4	6.4	3.4	13.6	5.1	7.9	3.9	5.6	0.5	2.7	2.1	2.1	2.7	6.7	4.9	3.2	7.1	6.1	1.3	12.5	12.2	7.1	4.2	5.2	1.2	1.0	0.5	6.4	1086890.0	1565944.03736
002_S_0295.nii	0.4	0.9	3.0	3.1	0.5	4.3	5.8	5.1	1.2	7.9	4.2	5.9	2.5	4.3	0.4	2.4	2.1	1.1	1.6	4.1	4.7	1.6	5.9	5.6	1.4	7.6	9.9	6.8	2.9	4.4	0.5	0.8	0.4	4.8	1087810.0	1627728.65153
011_S_0016.nii	0.9	1.3	2.3	3.7	0.7	4.5	8.3	3.8	1.5	12.6	5.5	6.9	3.4	5.7	0.7	1.3	1.7	1.9	2.3	2.8	5.7	1.8	6.9	6.2	1.0	11.7	11.8	5.5	4.6	4.4	1.3	1.3	0.5	4.4	961788.0	1369733.75488
002_S_1261.nii	0.7	0.8	3.2	3.4	0.5	4.1	8.2	4.7	1.3	7.5	5.2	5.9	2.7	4.8	0.4	2.1	1.7	1.5	1.6	3.2	6.5	1.7	8.1	6.9	1.0	10.8	10.6	8.2	4.4	5.1	1.0	1.8	0.5	5.2	1008079.0	1469829.1946
029_S_0878.nii	0.8	0.8	3.1	5.2	1.4	6.2	9.9	6.8	1.6	13.1	7.9	9.1	4.2	5.0	0.5	2.6	2.8	3.0	3.1	5.0	6.9	2.2	8.9	8.1	2.8	13.1	14.7	10.0	5.1	4.8	1.5	1.9	0.6	7.2	1036278.0	1552225.72027
131_S_1389.nii	0.7	0.8	3.7	3.6	0.6	5.1	6.5	6.1	2.0	10.1	6.5	7.6	4.5	4.8	0.4	3.0	2.7	2.3	2.7	2.7	5.8	2.0	7.8	9.0	1.3	13.7	13.0	8.3	5.7	5.5	1.2	1.2	0.7	6.3	1018479.0	1625609.14235
141_S_0915.nii	1.5	0.8	3.8	2.6	0.7	5.7	7.4	5.0	1.1	8.1	4.4	4.7	3.9	4.8	0.7	2.5	2.2	1.7	3.0	1.7	6.1	1.7	6.9	7.7	0.8	11.5	12.0	6.3	4.5	4.4	1.2	0.8	0.6	4.6	833084.0	1251272.66809
022_S_0961.nii	1.6	0.6	3.4	4.3	0.5	7.1	11.5	6.7	2.5	18.1	7.0	8.4	4.7	7.0	0.3	3.0	3.0	1.7	2.3	5.1	7.4	2.6	9.1	7.4	0.9	16.2	19.0	8.4	5.6	6.5	0.7	1.1	0.5	8.0	1228102.0	1902109.70878
130_S_0289.nii	1.2	0.7	3.6	3.3	0.7	6.0	12.9	7.1	1.7	10.3	5.4	6.8	3.2	8.5	0.5	2.4	1.7	1.2	1.6	2.7	4.6	1.8	7.5	6.4	1.6	11.0	14.1	8.2	4.1	4.2	1.4	1.0	0.4	6.0	1031216.0	1524683.05636
126_S_0606.nii	0.4	0.5	4.7	3.2	0.5	3.5	7.7	4.0	1.3	9.7	5.3	5.2	3.9	4.2	0.3	2.7	1.4	1.5	1.6	2.4	5.1	1.5	8.7	4.4	0.6	11.7	11.5	7.7	4.0	5.5	1.4	1.5	0.2	3.4	951485.0	1418768.73651
006_S_1130.nii	0.6	1.1	3.0	2.8	0.8	5.1	7.2	4.8	1.0	8.2	3.7	5.4	3.1	3.7	0.7	1.7	1.6	1.3	1.5	2.7	4.4	1.7	6.3	4.8	0.9	8.8	10.6	7.4	3.7	4.9	1.2	0.8	0.4	4.3	855332.0	1280705.44855
137_S_0481.nii	1.2	0.7	3.6	3.9	1.3	5.6	8.9	7.4	1.7	12.6	5.2	9.2	3.3	6.6	0.7	2.9	2.1	1.9	2.1	5.5	6.4	2.2	9.4	6.0	1.0	10.9	10.9	9.1	5.6	7.6	1.0	0.8	0.7	16.9	1069939.0	1660767.51847
005_S_0553.nii	0.7	1.6	3.2	3.3	0.5	3.6	6.7	6.9	1.7	9.9	4.4	7.8	3.5	5.0	0.5	1.9	1.8	1.1	3.2	3.3	7.0	1.8	6.6	5.9	1.3	13.8	11.0	5.5	3.6	4.6	0.8	1.1	0.2	3.4	1048350.0	1616233.56437
941_S_1197.nii	1.0	1.6	3.9	3.5	1.1	5.6	7.9	5.5	2.2	10.1	4.5	7.2	3.4	5.4	0.6	3.1	2.2	1.9	2.7	3.2	6.0	2.3	8.9	8.2	1.5	8.7	12.1	8.2	4.6	6.0	1.3	0.8	0.6	3.8	944034.0	1422269.59658
131_S_0436.nii	0.7	1.0	3.6	2.6	0.6	5.3	8.2	4.3	1.0	9.8	6.9	6.9	3.5	4.1	0.5	2.1	1.8	2.0	1.9	2.5	5.6	2.1	7.9	6.1	1.4	10.9	14.7	6.8	4.3	3.7	1.1	1.3	0.4	2.8	1011621.0	1658203.02475
082_S_1256.nii	1.1	1.1	2.9	3.2	0.3	5.4	8.0	6.3	1.7	9.7	4.2	7.2	3.4	5.2	0.8	2.2	1.8	1.7	2.3	3.1	4.5	2.2	14.7	6.4	1.1	10.3	9.5	6.8	3.9	4.9	1.1	1.1	0.4	5.8	962292.0	1355684.67619
126_S_0709.nii	0.6	0.6	4.4	3.2	3.0	4.8	8.6	7.8	1.1	8.4	8.5	7.0	3.6	6.6	0.4	1.9	2.8	1.5	2.4	3.7	5.0	2.1	6.0	5.3	0.8	11.0	15.3	6.7	4.7	5.7	0.9	1.8	0.4	5.0	1056243.0	1625116.73094
014_S_0558.nii	1.1	0.9	3.4	2.1	1.5	6.1	9.8	6.0	1.0	9.1	6.6	4.8	2.5	4.1	0.7	2.3	1.7	1.9	4.0	2.0	9.4	1.8	7.4	5.8	1.3	13.7	17.4	6.9	5.0	5.0	0.8	1.2	0.3	4.1	1101897.0	1663111.77026
032_S_0400.nii	1.1	0.6	5.2	4.5	0.5	5.9	10.6	6.4	2.3	15.6	6.3	6.6	4.5	5.9	0.6	2.9	3.1	1.3	2.2	3.1	7.6	2.9	8.8	7.6	1.1	9.4	15.9	9.1	5.4	6.1	0.7	0.9	0.4	5.4	1112668.0	1725959.54441
027_S_0118.nii	1.0	1.3	5.3	3.7	0.7	5.2	6.9	6.0	2.1	11.3	8.3	7.0	5.4	5.5	0.5	2.1	2.2	2.1	3.1	2.8	4.4	2.6	7.5	6.4	1.1	12.0	15.1	7.6	5.7	7.0	1.3	1.2	0.5	8.1	984308.0	1568306.75901
007_S_0249.nii	0.6	0.7	2.4	3.8	2.0	5.3	7.8	4.6	1.8	11.3	4.8	8.2	2.3	4.6	0.3	2.1	2.1	1.6	2.2	3.2	4.4	2.4	7.3	5.2	1.8	10.3	10.8	6.6	4.1	4.6	0.7	1.2	0.4	5.3	967068.0	1506650.44176
006_S_0681.nii	1.0	0.8	3.3	2.9	0.5	4.8	6.8	5.3	1.1	8.7	5.3	6.0	3.8	6.9	0.8	2.5	2.0	1.9	1.8	2.3	5.9	1.7	7.7	6.3	1.1	10.1	9.7	8.3	4.8	5.5	0.7	1.6	0.5	4.3	990558.0	1453663.76147
011_S_0022.nii	1.0	0.5	3.5	3.3	1.8	4.4	7.6	4.4	1.2	8.7	4.8	4.3	2.4	4.6	0.5	3.0	2.2	1.4	2.4	2.5	6.5	1.4	8.5	5.7	0.7	11.3	12.5	6.9	4.5	5.4	0.8	1.4	0.4	3.0	902201.0	1299997.77073
123_S_0162.nii	1.7	1.3	7.8	4.3	1.5	6.6	13.6	10.4	2.7	12.4	9.7	8.4	6.7	8.9	0.4	3.9	4.8	3.9	4.8	2.9	8.3	3.3	15.7	10.1	1.2	23.2	26.5	12.5	7.7	10.7	2.5	1.8	0.8	6.6	1173472.0	1760584.59019
126_S_0405.nii	1.2	0.9	3.3	4.6	1.1	4.4	9.3	5.8	2.2	12.7	4.0	8.4	4.1	6.7	0.5	2.0	1.6	1.3	1.8	4.7	5.4	2.1	9.2	6.3	1.6	12.3	14.2	7.0	4.9	7.9	1.1	1.9	0.4	6.1	1118543.0	1559470.0876
023_S_0031.nii	1.0	1.2	2.7	4.2	0.9	5.8	10.0	8.3	1.7	8.8	5.9	6.1	5.1	6.8	1.0	2.5	1.9	1.8	2.8	2.8	6.2	2.4	9.3	7.7	1.1	12.8	14.6	10.6	4.5	5.9	0.6	1.0	0.4	6.5	937701.0	1373714.75717
073_S_0386.nii	0.9	1.0	3.2	3.2	0.8	5.6	7.3	5.5	1.8	9.3	6.1	5.7	3.8	6.1	0.7	3.8	1.9	1.3	1.6	2.3	6.8	2.1	8.7	6.7	1.5	10.3	12.4	7.4	4.4	5.9	1.1	1.0	0.4	4.7	1032360.0	1529884.95519
941_S_1363.nii	0.9	2.0	2.8	3.3	0.7	4.9	8.4	5.7	1.9	10.0	7.6	7.2	3.4	4.5	0.4	2.7	2.4	1.1	2.6	2.6	6.4	2.7	8.3	6.7	1.3	11.6	17.4	9.0	5.1	5.5	0.9	1.0	0.4	5.7	972153.0	1414638.43793
020_S_1288.nii	1.3	0.5	3.7	3.0	0.6	5.2	9.9	5.7	1.3	10.3	5.3	6.0	2.6	5.6	0.8	2.0	2.4	1.8	2.6	2.9	6.0	2.1	9.4	5.6	1.3	12.2	12.4	7.5	5.6	5.9	1.1	0.7	0.7	3.7	1220236.0	1701230.13352
011_S_0168.nii	1.1	0.7	5.1	3.6	1.1	5.6	9.5	8.9	2.1	11.5	8.1	6.0	4.2	5.7	0.5	3.0	1.9	2.7	3.2	4.2	6.9	2.0	8.0	6.4	1.1	16.1	19.1	6.6	6.7	7.6	1.0	0.9	0.5	8.1	1286509.0	2087903.37534
041_S_0262.nii	0.9	1.4	5.6	3.9	0.7	6.8	11.4	8.3	2.2	12.5	7.8	7.3	3.7	9.5	0.6	3.2	2.2	2.6	2.7	3.2	7.8	3.3	11.1	8.9	1.8	13.0	18.6	9.5	5.9	5.9	0.9	1.3	0.7	9.6	974303.0	1492334.00844
037_S_0182.nii	1.2	0.5	3.3	2.6	1.4	4.7	8.9	4.4	1.4	9.9	4.8	5.6	2.9	5.7	0.5	2.2	1.5	1.3	2.1	1.6	4.7	1.8	6.7	5.3	0.6	9.6	10.3	7.7	3.8	4.1	1.1	0.9	0.4	4.5	882623.0	1288382.48694
021_S_0159.nii	0.6	1.1	2.3	3.6	0.4	5.5	7.2	6.6	1.6	10.2	5.5	7.8	5.1	6.3	0.5	3.2	1.9	1.3	2.3	3.1	7.3	1.6	8.5	5.7	0.9	9.2	10.7	8.1	5.3	5.0	1.2	1.5	0.4	6.6	935048.0	1321254.14796
011_S_0010.nii	0.8	0.6	2.5	3.2	0.6	3.7	7.3	6.4	1.2	10.1	4.9	6.7	2.6	5.3	0.5	2.6	2.6	1.7	2.5	2.5	5.2	1.8	8.6	6.3	1.2	9.2	11.6	7.5	3.7	5.7	0.7	0.9	0.4	3.9	1050467.0	1496471.43673
016_S_0359.nii	0.8	1.1	3.2	2.9	0.8	6.4	7.4	5.3	1.4	9.6	7.0	6.6	4.7	4.1	0.7	3.1	2.5	1.7	2.9	2.2	6.0	2.1	9.1	7.0	1.0	9.9	12.4	6.6	3.9	6.1	1.0	0.9	0.5	4.4	823087.0	1233577.18009
006_S_0484.nii	1.1	1.4	3.6	5.1	0.7	5.1	9.4	6.3	1.9	11.0	6.8	8.1	3.5	6.3	0.5	1.8	2.5	2.4	3.2	3.8	8.5	2.8	9.1	5.7	1.5	13.6	17.5	9.1	6.8	6.6	0.6	1.5	0.6	6.7	1201676.0	1627455.83364
027_S_1385.nii	0.7	0.7	2.0	2.2	0.7	3.7	6.8	3.6	0.8	8.4	3.8	5.1	3.7	4.2	0.6	2.3	1.9	1.6	2.2	1.8	5.4	1.7	7.8	4.1	0.6	8.3	11.3	5.1	3.3	4.7	0.8	0.7	0.4	5.1	858521.0	1304682.42587
133_S_0913.nii	0.7	0.9	3.1	3.9	0.3	4.4	7.7	4.1	1.0	9.5	4.3	6.8	3.1	4.4	0.5	1.8	1.3	0.9	1.8	3.2	5.4	1.2	7.8	5.4	1.2	9.4	10.4	6.3	3.6	3.8	0.7	1.0	0.4	5.0	888147.0	1440861.96007
014_S_0563.nii	0.7	1.0	3.4	3.0	0.6	5.9	7.9	7.6	1.5	9.7	7.3	6.4	4.7	6.1	0.9	2.5	1.6	2.0	3.3	1.3	5.6	2.1	7.8	8.0	1.3	14.8	17.8	9.4	5.3	5.9	1.6	1.3	0.5	6.2	1025722.0	1564702.56835
109_S_1183.nii	1.7	1.3	4.7	4.0	1.7	8.3	13.1	9.6	4.0	17.3	11.4	9.0	5.3	8.1	0.8	3.9	2.9	2.6	4.7	3.5	10.8	2.3	11.9	9.7	1.9	17.1	19.6	12.9	7.5	12.0	0.9	2.0	0.6	11.8	1024949.0	1551522.02649
133_S_0792.nii	0.7	1.0	2.3	2.1	0.5	5.0	6.4	4.7	1.2	8.4	3.6	4.2	3.3	4.3	0.7	1.5	1.5	1.8	2.3	2.0	4.2	1.1	5.4	4.6	1.1	9.0	9.6	6.0	3.5	5.1	0.6	1.3	0.4	6.0	1066456.0	1558497.13628
123_S_0390.nii	0.9	1.0	4.5	4.8	0.9	6.3	9.3	8.2	2.6	14.0	8.1	6.9	5.8	9.2	0.4	2.5	3.5	1.3	3.3	3.2	5.9	2.4	8.1	7.7	1.3	13.8	19.3	9.0	6.9	8.5	0.8	1.5	0.4	5.0	1051322.0	1730384.97299
941_S_1295.nii	1.3	1.4	3.9	4.0	0.8	5.9	9.1	5.8	1.1	9.5	6.1	6.9	3.3	5.2	0.6	2.3	3.0	2.3	2.3	2.9	7.8	3.4	11.7	6.5	1.3	13.7	13.7	7.6	7.3	7.2	1.3	1.3	0.7	8.4	1047845.0	1769969.61361
128_S_0167.nii	1.5	2.2	6.2	4.3	1.4	6.1	11.3	7.6	2.9	12.9	8.5	9.1	5.0	8.7	0.8	3.7	3.9	2.5	3.3	4.4	8.1	3.5	14.1	9.5	1.6	16.0	27.2	11.8	8.2	11.3	1.0	1.2	0.8	5.6	1089312.0	1935426.96512
033_S_0906.nii	1.0	0.7	3.2	2.4	0.4	4.6	6.6	4.2	1.3	8.8	4.3	6.2	2.8	4.8	0.5	1.9	1.4	1.2	2.3	2.5	5.4	2.1	6.4	4.5	0.8	10.9	10.7	6.0	3.1	4.3	1.5	1.0	0.3	3.0	997154.0	1417744.04957
068_S_0478.nii	1.1	1.6	4.0	4.7	0.7	6.1	11.7	5.9	2.5	13.3	5.6	6.9	3.7	5.7	0.7	2.4	2.1	2.1	3.7	3.3	6.0	2.3	9.2	7.5	1.1	12.8	13.6	10.5	4.1	6.6	1.2	0.9	0.6	4.3	1360985.0	1859745.66282
021_S_0332.nii	1.1	0.8	4.7	4.7	0.6	5.7	10.9	7.3	2.0	16.4	7.6	5.8	4.7	9.1	0.7	3.2	2.9	2.0	3.6	2.9	6.7	2.3	10.3	9.1	1.3	15.7	16.5	8.9	6.4	6.5	1.6	1.1	1.0	4.5	1065120.0	1732231.64355
029_S_1056.nii	1.8	2.8	2.2	2.3	1.2	7.1	9.3	11.1	1.7	9.5	9.0	5.1	3.7	8.2	0.9	1.8	4.6	2.4	2.7	2.1	4.4	3.2	4.5	5.8	1.6	13.0	11.5	6.1	7.2	5.6	0.9	1.9	0.2	10.0	1129715.0	1465402.63104
032_S_0677.nii	0.9	0.7	3.8	3.3	0.5	5.4	8.3	7.5	1.5	12.2	5.9	7.2	3.2	5.9	0.8	2.3	1.9	1.4	2.6	1.8	6.3	1.6	7.5	8.2	0.7	10.6	10.4	8.0	5.2	6.5	0.8	0.8	0.6	5.3	1094624.0	1572875.60619
036_S_0760.nii	0.7	0.5	2.4	2.6	0.6	4.5	5.5	5.3	1.6	9.7	4.9	6.8	4.7	4.1	0.5	2.0	3.5	1.6	2.4	2.7	4.8	2.1	5.9	6.2	1.1	13.2	10.3	7.4	3.6	4.1	0.8	1.0	0.2	2.5	956341.0	1480039.49965
023_S_0126.nii	0.5	0.7	4.4	3.1	0.7	4.7	9.0	7.0	1.1	10.1	4.5	6.8	3.8	5.8	0.8	2.8	1.8	1.6	2.0	3.3	5.0	1.3	9.4	6.2	1.0	11.7	12.7	8.6	3.6	5.1	1.2	1.2	0.5	9.1	949930.0	1464951.26299
099_S_0054.nii	0.5	1.5	3.4	4.2	1.1	5.2	8.5	5.8	2.0	11.4	4.7	6.7	3.7	4.4	0.7	3.7	2.0	2.1	2.5	3.2	6.1	2.9	9.0	8.0	1.1	12.0	13.6	9.0	4.6	6.0	0.8	0.7	0.5	3.1	880924.0	1520443.97544
031_S_1066.nii	1.2	2.0	2.7	5.0	0.5	5.9	12.5	5.2	0.9	13.3	5.6	9.0	3.3	6.3	0.4	2.5	1.8	1.4	2.9	4.8	5.7	1.1	10.5	6.7	1.2	12.9	13.3	10.5	4.7	5.5	1.3	1.5	0.7	5.4	969565.0	1473121.45652
052_S_1250.nii	0.6	0.7	3.0	3.2	0.7	4.5	6.4	4.6	0.9	8.6	5.1	5.8	3.2	4.2	0.5	1.8	1.5	1.1	1.4	2.3	4.7	1.3	7.0	5.0	0.6	9.6	9.4	6.9	5.5	5.9	1.0	0.8	0.4	4.7	810779.0	1172477.16205
057_S_0941.nii	1.2	0.7	3.3	3.6	1.0	6.0	8.9	4.7	2.1	11.5	5.3	6.1	4.0	5.3	0.6	2.5	1.5	1.9	2.0	2.5	6.9	1.0	7.8	6.4	1.2	11.3	13.5	7.2	5.4	4.9	1.0	0.8	0.4	8.2	1037210.0	1670374.41035
109_S_1114.nii	1.6	0.6	2.8	3.0	1.1	4.6	10.3	5.3	2.0	8.1	6.3	6.5	3.3	5.4	0.4	1.9	3.6	1.7	3.2	2.8	5.2	2.4	7.7	5.8	1.0	9.5	15.9	7.7	5.5	5.0	0.9	1.3	0.7	6.8	847932.0	1336910.57814
023_S_0926.nii	1.1	1.8	4.2	3.5	0.5	6.1	10.4	5.4	2.0	11.7	5.2	6.9	2.6	4.7	0.4	2.3	2.3	1.7	2.4	3.0	5.9	2.2	7.4	7.7	1.5	12.6	12.1	10.5	5.9	5.4	1.5	1.1	0.4	6.8	1043002.0	1525410.45032
007_S_0128.nii	0.7	0.7	2.7	2.5	0.4	4.7	8.0	5.1	1.2	7.8	4.2	4.9	3.9	4.7	0.5	2.4	1.6	1.4	2.4	2.1	5.7	2.1	6.1	5.9	0.9	9.3	10.1	7.7	4.5	4.5	0.4	0.9	0.3	5.4	877297.0	1337605.33556
941_S_1311.nii	0.8	1.2	3.4	3.7	0.9	7.4	11.1	9.3	1.9	12.4	7.1	6.0	5.7	6.8	0.7	3.1	2.8	2.1	4.1	2.9	6.3	1.9	8.8	8.3	1.8	14.6	19.8	10.8	7.8	8.1	1.1	1.9	0.7	6.4	949224.0	1648229.20923
057_S_0818.nii	1.3	1.1	3.5	2.6	0.8	5.0	9.1	6.6	1.4	8.4	5.7	4.3	3.2	5.7	0.3	2.6	2.4	1.5	2.1	1.4	5.1	1.8	7.8	5.7	1.1	9.8	13.7	7.3	6.9	6.5	0.6	1.1	0.4	4.7	989100.0	1483613.78849
