rh.aparc.foldind	rh_bankssts_foldind	rh_caudalanteriorcingulate_foldind	rh_caudalmiddlefrontal_foldind	rh_cuneus_foldind	rh_entorhinal_foldind	rh_fusiform_foldind	rh_inferiorparietal_foldind	rh_inferiortemporal_foldind	rh_isthmuscingulate_foldind	rh_lateraloccipital_foldind	rh_lateralorbitofrontal_foldind	rh_lingual_foldind	rh_medialorbitofrontal_foldind	rh_middletemporal_foldind	rh_parahippocampal_foldind	rh_paracentral_foldind	rh_parsopercularis_foldind	rh_parsorbitalis_foldind	rh_parstriangularis_foldind	rh_pericalcarine_foldind	rh_postcentral_foldind	rh_posteriorcingulate_foldind	rh_precentral_foldind	rh_precuneus_foldind	rh_rostralanteriorcingulate_foldind	rh_rostralmiddlefrontal_foldind	rh_superiorfrontal_foldind	rh_superiorparietal_foldind	rh_superiortemporal_foldind	rh_supramarginal_foldind	rh_frontalpole_foldind	rh_temporalpole_foldind	rh_transversetemporal_foldind	rh_insula_foldind	BrainSegVolNotVent	eTIV
128_S_0863.nii	11.0	20.0	26.0	34.0	8.0	77.0	91.0	65.0	21.0	107.0	57.0	54.0	51.0	65.0	6.0	23.0	68.0	21.0	32.0	20.0	56.0	32.0	66.0	62.0	14.0	94.0	150.0	83.0	57.0	66.0	12.0	9.0	7.0	27.0	1009887.0	1649580.67526
041_S_0598.nii	7.0	28.0	31.0	37.0	6.0	58.0	79.0	74.0	25.0	103.0	66.0	68.0	52.0	54.0	10.0	27.0	19.0	26.0	30.0	32.0	56.0	25.0	71.0	73.0	18.0	119.0	125.0	82.0	44.0	68.0	7.0	13.0	7.0	52.0	1243902.0	1961114.62577
009_S_1354.nii	4.0	26.0	26.0	27.0	6.0	56.0	67.0	50.0	18.0	86.0	51.0	49.0	40.0	57.0	6.0	19.0	17.0	16.0	17.0	20.0	53.0	27.0	413.0	54.0	14.0	98.0	100.0	63.0	45.0	45.0	8.0	10.0	7.0	44.0	844869.0	1256161.61252
136_S_0300.nii	8.0	25.0	35.0	35.0	8.0	63.0	99.0	76.0	24.0	139.0	58.0	69.0	49.0	79.0	7.0	16.0	18.0	17.0	25.0	32.0	51.0	30.0	83.0	78.0	18.0	120.0	100.0	83.0	48.0	65.0	12.0	12.0	7.0	37.0	1345037.0	1839010.67498
012_S_0634.nii	8.0	17.0	36.0	30.0	14.0	63.0	95.0	91.0	17.0	95.0	53.0	63.0	40.0	77.0	7.0	14.0	23.0	17.0	27.0	19.0	65.0	22.0	72.0	74.0	21.0	126.0	144.0	87.0	63.0	62.0	11.0	12.0	9.0	35.0	1058340.0	1617117.36449
014_S_0658.nii	8.0	14.0	43.0	31.0	6.0	55.0	113.0	76.0	18.0	104.0	55.0	57.0	40.0	64.0	6.0	16.0	21.0	22.0	22.0	26.0	56.0	26.0	81.0	64.0	12.0	112.0	121.0	75.0	69.0	67.0	11.0	12.0	8.0	41.0	1036821.0	1694488.293
941_S_1194.nii	10.0	20.0	25.0	34.0	8.0	55.0	78.0	65.0	18.0	96.0	62.0	63.0	38.0	56.0	10.0	18.0	22.0	14.0	26.0	24.0	49.0	21.0	50.0	62.0	19.0	107.0	107.0	79.0	56.0	68.0	6.0	18.0	3.0	36.0	1052814.0	1752362.98402
098_S_0172.nii	5.0	15.0	17.0	30.0	7.0	63.0	75.0	48.0	15.0	93.0	43.0	48.0	36.0	60.0	7.0	15.0	18.0	19.0	27.0	27.0	34.0	25.0	42.0	47.0	13.0	116.0	92.0	71.0	40.0	52.0	11.0	10.0	3.0	50.0	1037517.0	1490026.01557
027_S_1082.nii	5.0	14.0	26.0	25.0	12.0	54.0	82.0	57.0	18.0	84.0	45.0	50.0	40.0	44.0	6.0	20.0	15.0	18.0	15.0	18.0	47.0	26.0	57.0	61.0	17.0	89.0	90.0	70.0	44.0	46.0	7.0	8.0	2.0	28.0	897609.0	1458670.29493
100_S_0035.nii	8.0	13.0	24.0	44.0	3.0	57.0	86.0	74.0	23.0	124.0	48.0	78.0	38.0	68.0	8.0	17.0	17.0	19.0	23.0	50.0	47.0	27.0	62.0	70.0	12.0	107.0	101.0	86.0	50.0	55.0	8.0	10.0	3.0	36.0	1061286.0	1482433.88981
133_S_0638.nii	7.0	15.0	24.0	35.0	8.0	49.0	73.0	50.0	18.0	81.0	49.0	57.0	42.0	45.0	8.0	16.0	16.0	20.0	23.0	21.0	55.0	22.0	57.0	45.0	10.0	102.0	79.0	57.0	44.0	44.0	6.0	11.0	5.0	48.0	924073.0	1352277.38165
013_S_0699.nii	9.0	19.0	30.0	31.0	11.0	66.0	112.0	66.0	28.0	99.0	67.0	55.0	43.0	71.0	6.0	25.0	17.0	20.0	29.0	18.0	55.0	36.0	96.0	71.0	18.0	155.0	128.0	82.0	52.0	50.0	13.0	9.0	3.0	46.0	1062930.0	1894866.32905
002_S_0955.nii	10.0	18.0	52.0	31.0	7.0	57.0	86.0	62.0	23.0	88.0	49.0	62.0	49.0	56.0	8.0	18.0	21.0	17.0	26.0	28.0	63.0	32.0	65.0	60.0	20.0	101.0	121.0	79.0	50.0	66.0	8.0	7.0	7.0	57.0	1033030.0	1493884.021
018_S_0425.nii	4.0	24.0	33.0	30.0	3.0	45.0	63.0	44.0	20.0	70.0	42.0	56.0	36.0	45.0	6.0	13.0	16.0	14.0	17.0	24.0	34.0	26.0	47.0	51.0	12.0	82.0	98.0	65.0	33.0	40.0	6.0	8.0	2.0	33.0	1071671.0	1705598.38641
116_S_0487.nii	6.0	15.0	21.0	36.0	5.0	60.0	86.0	59.0	21.0	90.0	45.0	59.0	33.0	57.0	6.0	11.0	21.0	11.0	31.0	23.0	41.0	29.0	46.0	65.0	16.0	83.0	80.0	77.0	35.0	50.0	8.0	8.0	4.0	32.0	898725.0	1445237.65265
035_S_0292.nii	4.0	17.0	26.0	39.0	7.0	58.0	89.0	62.0	18.0	126.0	50.0	59.0	36.0	55.0	7.0	23.0	17.0	15.0	28.0	14.0	62.0	41.0	66.0	63.0	12.0	111.0	124.0	72.0	44.0	59.0	12.0	12.0	4.0	41.0	1098167.0	1654963.52176
011_S_0861.nii	8.0	15.0	27.0	33.0	6.0	64.0	69.0	68.0	18.0	92.0	66.0	58.0	46.0	42.0	8.0	15.0	23.0	18.0	21.0	27.0	47.0	26.0	51.0	80.0	12.0	89.0	95.0	78.0	46.0	48.0	5.0	10.0	8.0	37.0	969788.0	1624006.58674
033_S_0724.nii	7.0	26.0	36.0	33.0	13.0	63.0	87.0	64.0	20.0	109.0	58.0	57.0	49.0	56.0	10.0	20.0	21.0	20.0	32.0	23.0	57.0	20.0	59.0	76.0	22.0	114.0	133.0	83.0	48.0	47.0	6.0	15.0	4.0	45.0	1094181.0	1788265.45769
037_S_0566.nii	9.0	23.0	23.0	40.0	4.0	61.0	68.0	65.0	24.0	90.0	49.0	64.0	36.0	53.0	7.0	19.0	14.0	17.0	26.0	19.0	64.0	26.0	75.0	60.0	16.0	128.0	114.0	73.0	62.0	48.0	10.0	14.0	6.0	54.0	921142.0	1419051.1086
130_S_0423.nii	10.0	18.0	31.0	29.0	10.0	56.0	103.0	59.0	15.0	98.0	56.0	64.0	55.0	61.0	8.0	19.0	16.0	14.0	16.0	23.0	58.0	23.0	58.0	68.0	19.0	117.0	131.0	83.0	54.0	66.0	11.0	15.0	6.0	40.0	1041784.0	1625456.66661
010_S_0786.nii	10.0	20.0	27.0	35.0	6.0	67.0	76.0	54.0	31.0	111.0	50.0	65.0	49.0	51.0	9.0	24.0	17.0	12.0	18.0	32.0	56.0	19.0	61.0	62.0	15.0	95.0	117.0	74.0	54.0	51.0	6.0	7.0	4.0	43.0	994051.0	1573405.33344
012_S_1175.nii	10.0	14.0	35.0	29.0	5.0	56.0	111.0	62.0	34.0	121.0	58.0	81.0	51.0	68.0	7.0	21.0	18.0	15.0	22.0	37.0	56.0	34.0	73.0	67.0	16.0	118.0	137.0	73.0	50.0	58.0	13.0	10.0	7.0	35.0	1126049.0	1612154.18932
012_S_1133.nii	6.0	19.0	23.0	36.0	5.0	50.0	64.0	56.0	24.0	111.0	42.0	73.0	36.0	46.0	8.0	14.0	14.0	14.0	18.0	28.0	58.0	21.0	58.0	49.0	18.0	91.0	118.0	73.0	37.0	43.0	8.0	9.0	4.0	46.0	918283.0	1363500.65397
126_S_1077.nii	5.0	23.0	31.0	40.0	9.0	65.0	81.0	76.0	19.0	114.0	64.0	73.0	40.0	66.0	9.0	18.0	19.0	24.0	27.0	34.0	59.0	26.0	63.0	61.0	12.0	133.0	133.0	92.0	56.0	70.0	12.0	13.0	5.0	53.0	1007118.0	1545152.06932
128_S_0216.nii	10.0	17.0	40.0	36.0	5.0	61.0	95.0	58.0	20.0	111.0	76.0	75.0	49.0	78.0	7.0	25.0	24.0	18.0	29.0	22.0	84.0	24.0	104.0	71.0	16.0	117.0	7494.0	78.0	51.0	67.0	12.0	15.0	6.0	58.0	1169279.0	1857097.33668
014_S_0328.nii	8.0	21.0	36.0	36.0	6.0	54.0	80.0	52.0	20.0	101.0	52.0	59.0	50.0	54.0	9.0	17.0	23.0	21.0	29.0	25.0	50.0	28.0	55.0	55.0	21.0	105.0	96.0	74.0	45.0	104.0	10.0	10.0	8.0	58.0	998212.0	1572246.24294
002_S_0559.nii	9.0	15.0	35.0	31.0	8.0	55.0	97.0	71.0	17.0	98.0	60.0	66.0	43.0	79.0	7.0	17.0	20.0	23.0	30.0	31.0	71.0	23.0	65.0	63.0	17.0	122.0	137.0	76.0	59.0	71.0	8.0	12.0	6.0	39.0	1136194.0	1659895.22711
012_S_1212.nii	8.0	16.0	30.0	34.0	8.0	62.0	98.0	68.0	23.0	96.0	51.0	69.0	32.0	74.0	8.0	18.0	28.0	15.0	26.0	28.0	45.0	25.0	55.0	70.0	18.0	83.0	103.0	83.0	48.0	65.0	10.0	9.0	7.0	30.0	1054323.0	1510564.69023
009_S_1030.nii	9.0	22.0	41.0	41.0	5.0	59.0	89.0	67.0	24.0	96.0	74.0	73.0	51.0	86.0	5.0	26.0	15.0	20.0	22.0	32.0	59.0	26.0	86.0	77.0	18.0	114.0	133.0	79.0	53.0	54.0	10.0	13.0	5.0	47.0	1222132.0	1816599.61107
011_S_0003.nii	7.0	23.0	26.0	34.0	13.0	64.0	69.0	57.0	20.0	109.0	48.0	58.0	52.0	55.0	7.0	20.0	19.0	18.0	33.0	27.0	40.0	36.0	62.0	64.0	22.0	107.0	113.0	64.0	47.0	56.0	10.0	6.0	4.0	48.0	1182334.0	1941683.2625
098_S_0149.nii	6.0	24.0	40.0	37.0	17.0	41.0	86.0	73.0	22.0	93.0	74.0	64.0	49.0	67.0	5.0	15.0	21.0	22.0	26.0	28.0	62.0	37.0	72.0	59.0	19.0	107.0	130.0	74.0	61.0	64.0	9.0	12.0	6.0	61.0	1029987.0	1551839.53074
126_S_0506.nii	8.0	23.0	34.0	32.0	5.0	62.0	80.0	54.0	16.0	91.0	44.0	75.0	47.0	54.0	7.0	14.0	18.0	15.0	20.0	37.0	44.0	33.0	53.0	50.0	19.0	121.0	97.0	74.0	47.0	55.0	10.0	8.0	6.0	44.0	1032870.0	1577578.81514
109_S_0876.nii	8.0	14.0	21.0	28.0	7.0	50.0	63.0	42.0	14.0	64.0	37.0	40.0	32.0	44.0	7.0	17.0	17.0	13.0	17.0	16.0	51.0	17.0	48.0	50.0	9.0	84.0	83.0	56.0	36.0	50.0	11.0	6.0	5.0	23.0	785535.0	1205478.01622
133_S_0912.nii	11.0	15.0	31.0	28.0	6.0	53.0	71.0	50.0	23.0	95.0	47.0	82.0	35.0	58.0	5.0	20.0	16.0	13.0	12.0	34.0	51.0	28.0	63.0	48.0	13.0	90.0	91.0	68.0	52.0	72.0	8.0	8.0	9.0	41.0	984346.0	1418356.83749
128_S_1148.nii	11.0	13.0	22.0	25.0	10.0	44.0	83.0	66.0	27.0	106.0	45.0	81.0	37.0	41.0	8.0	17.0	20.0	14.0	19.0	23.0	59.0	33.0	57.0	53.0	23.0	114.0	107.0	87.0	35.0	52.0	11.0	9.0	7.0	32.0	988965.0	1502677.66263
068_S_0802.nii	6.0	20.0	21.0	29.0	5.0	51.0	64.0	57.0	16.0	93.0	46.0	61.0	52.0	58.0	5.0	18.0	17.0	16.0	29.0	20.0	47.0	26.0	54.0	59.0	12.0	99.0	105.0	58.0	44.0	50.0	8.0	7.0	6.0	27.0	1032919.0	1527792.17189
002_S_0954.nii	4.0	8.0	17.0	24.0	5.0	46.0	53.0	49.0	17.0	72.0	37.0	73.0	33.0	45.0	6.0	10.0	21.0	13.0	21.0	38.0	43.0	13.0	47.0	40.0	9.0	73.0	64.0	51.0	36.0	41.0	6.0	11.0	3.0	25.0	803692.0	1215183.44696
128_S_0310.nii	7.0	17.0	26.0	36.0	10.0	65.0	104.0	75.0	26.0	106.0	47.0	57.0	61.0	56.0	6.0	16.0	16.0	13.0	19.0	17.0	49.0	28.0	51.0	66.0	19.0	106.0	118.0	82.0	33.0	63.0	8.0	13.0	7.0	39.0	967918.0	1525913.52777
023_S_1126.nii	9.0	18.0	35.0	37.0	8.0	61.0	107.0	71.0	23.0	90.0	47.0	57.0	38.0	76.0	8.0	18.0	27.0	19.0	37.0	24.0	54.0	32.0	83.0	62.0	12.0	111.0	144.0	82.0	48.0	53.0	11.0	8.0	6.0	22.0	1049048.0	1669963.37916
100_S_1113.nii	7.0	20.0	39.0	36.0	10.0	61.0	73.0	64.0	24.0	95.0	38.0	59.0	54.0	46.0	8.0	24.0	17.0	20.0	26.0	26.0	52.0	32.0	58.0	61.0	9.0	105.0	150.0	81.0	46.0	50.0	7.0	15.0	8.0	35.0	949457.0	1522546.73452
062_S_0535.nii	8.0	34.0	36.0	44.0	4.0	52.0	87.0	57.0	21.0	91.0	56.0	73.0	43.0	61.0	9.0	32.0	19.0	21.0	25.0	31.0	62.0	27.0	72.0	66.0	13.0	117.0	126.0	87.0	44.0	59.0	13.0	13.0	3.0	36.0	1076431.0	1680396.1137
130_S_1200.nii	3.0	23.0	32.0	34.0	5.0	63.0	69.0	77.0	16.0	93.0	75.0	51.0	53.0	58.0	7.0	14.0	162.0	22.0	38.0	17.0	58.0	26.0	78.0	68.0	12.0	118.0	113.0	67.0	41.0	56.0	9.0	13.0	6.0	40.0	1126177.0	1703613.89796
128_S_1406.nii	7.0	25.0	38.0	26.0	6.0	61.0	67.0	63.0	21.0	103.0	49.0	56.0	48.0	59.0	8.0	25.0	23.0	19.0	18.0	35.0	49.0	32.0	63.0	63.0	12.0	114.0	113.0	86.0	48.0	48.0	8.0	9.0	6.0	31.0	1062098.0	1497890.00554
123_S_0106.nii	11.0	23.0	29.0	38.0	11.0	52.0	99.0	70.0	26.0	111.0	53.0	76.0	44.0	73.0	7.0	23.0	17.0	23.0	30.0	37.0	56.0	47.0	65.0	78.0	17.0	138.0	156.0	102.0	56.0	62.0	9.0	6.0	5.0	46.0	1202541.0	1812790.39981
133_S_1055.nii	4.0	26.0	35.0	34.0	6.0	68.0	64.0	67.0	19.0	100.0	58.0	54.0	43.0	41.0	8.0	20.0	14.0	17.0	24.0	20.0	45.0	25.0	52.0	47.0	16.0	130.0	103.0	66.0	47.0	44.0	7.0	18.0	5.0	51.0	945199.0	1537163.53422
073_S_0565.nii	8.0	11.0	28.0	31.0	11.0	55.0	89.0	51.0	17.0	80.0	45.0	64.0	42.0	50.0	10.0	20.0	34.0	16.0	26.0	26.0	58.0	25.0	66.0	61.0	9.0	113.0	118.0	84.0	50.0	72.0	11.0	11.0	5.0	32.0	982384.0	1583684.32255
099_S_0111.nii	8.0	18.0	25.0	31.0	5.0	63.0	86.0	64.0	23.0	95.0	50.0	71.0	41.0	65.0	8.0	18.0	17.0	11.0	20.0	27.0	64.0	33.0	67.0	61.0	22.0	97.0	114.0	65.0	44.0	65.0	15.0	11.0	6.0	31.0	1003387.0	1603178.67102
007_S_0101.nii	8.0	16.0	32.0	41.0	9.0	62.0	83.0	60.0	23.0	118.0	63.0	78.0	45.0	67.0	7.0	26.0	17.0	13.0	26.0	42.0	63.0	40.0	66.0	69.0	21.0	130.0	123.0	76.0	50.0	71.0	10.0	8.0	5.0	40.0	1106608.0	1685059.34004
128_S_1407.nii	7.0	17.0	23.0	30.0	5.0	43.0	83.0	48.0	17.0	77.0	44.0	61.0	33.0	55.0	5.0	13.0	13.0	11.0	14.0	27.0	42.0	26.0	73.0	48.0	12.0	95.0	122.0	71.0	42.0	40.0	9.0	11.0	3.0	28.0	996488.0	1489464.99748
100_S_0047.nii	7.0	20.0	31.0	38.0	4.0	48.0	86.0	66.0	21.0	101.0	49.0	60.0	54.0	62.0	5.0	19.0	13.0	23.0	18.0	28.0	62.0	27.0	74.0	56.0	15.0	121.0	105.0	79.0	49.0	65.0	8.0	7.0	6.0	50.0	1087113.0	1686603.14289
041_S_1412.nii	11.0	17.0	36.0	39.0	5.0	60.0	89.0	80.0	21.0	105.0	57.0	71.0	43.0	63.0	9.0	19.0	23.0	18.0	27.0	22.0	52.0	27.0	69.0	71.0	13.0	149.0	116.0	94.0	60.0	68.0	8.0	12.0	6.0	62.0	1397606.0	2148389.62799
016_S_0769.nii	12.0	17.0	25.0	40.0	4.0	70.0	81.0	64.0	24.0	114.0	53.0	80.0	53.0	74.0	6.0	19.0	21.0	24.0	22.0	37.0	55.0	37.0	55.0	79.0	13.0	126.0	111.0	89.0	61.0	50.0	9.0	7.0	4.0	29.0	1266309.0	1979891.96139
100_S_1286.nii	9.0	10.0	26.0	33.0	7.0	44.0	85.0	63.0	19.0	84.0	45.0	73.0	62.0	56.0	7.0	22.0	19.0	16.0	28.0	20.0	48.0	27.0	60.0	58.0	5.0	85.0	121.0	67.0	47.0	65.0	9.0	6.0	7.0	30.0	1122952.0	1738660.84575
067_S_0336.nii	11.0	16.0	23.0	35.0	9.0	67.0	98.0	72.0	27.0	130.0	61.0	79.0	49.0	68.0	10.0	13.0	15.0	15.0	21.0	37.0	55.0	25.0	55.0	77.0	15.0	129.0	95.0	100.0	55.0	65.0	13.0	11.0	7.0	46.0	1025634.0	1531113.94217
029_S_0836.nii	6.0	17.0	27.0	30.0	7.0	50.0	80.0	69.0	18.0	88.0	58.0	65.0	44.0	55.0	6.0	15.0	19.0	15.0	29.0	25.0	59.0	35.0	61.0	66.0	18.0	116.0	108.0	74.0	53.0	70.0	8.0	7.0	4.0	37.0	1120213.0	1712622.0234
057_S_0464.nii	10.0	22.0	35.0	37.0	6.0	54.0	92.0	59.0	32.0	93.0	61.0	74.0	57.0	68.0	6.0	22.0	23.0	24.0	36.0	20.0	56.0	27.0	52.0	70.0	17.0	141.0	133.0	88.0	69.0	55.0	12.0	9.0	7.0	41.0	1008460.0	1652730.91947
067_S_0076.nii	6.0	26.0	37.0	47.0	7.0	61.0	72.0	64.0	26.0	99.0	61.0	75.0	44.0	61.0	9.0	17.0	32.0	21.0	42.0	43.0	61.0	25.0	58.0	62.0	18.0	120.0	122.0	95.0	50.0	58.0	7.0	11.0	7.0	31.0	1009289.0	1546777.05527
137_S_0973.nii	9.0	21.0	20.0	28.0	6.0	65.0	78.0	63.0	19.0	92.0	68.0	54.0	47.0	53.0	5.0	18.0	16.0	16.0	25.0	26.0	60.0	31.0	68.0	65.0	19.0	115.0	119.0	98.0	50.0	59.0	10.0	7.0	6.0	75.0	1105297.0	1771234.41532
023_S_0604.nii	5.0	21.0	31.0	38.0	15.0	61.0	86.0	65.0	22.0	109.0	51.0	72.0	51.0	62.0	9.0	27.0	20.0	19.0	23.0	36.0	57.0	29.0	79.0	63.0	21.0	119.0	129.0	80.0	43.0	60.0	12.0	11.0	4.0	43.0	1102225.0	1841902.17056
012_S_1165.nii	7.0	10.0	24.0	31.0	4.0	51.0	94.0	63.0	21.0	104.0	56.0	61.0	39.0	55.0	4.0	21.0	20.0	13.0	20.0	33.0	44.0	16.0	62.0	54.0	12.0	99.0	103.0	74.0	47.0	51.0	11.0	9.0	5.0	44.0	1012169.0	1531659.83559
941_S_1203.nii	8.0	15.0	33.0	35.0	11.0	80.0	73.0	62.0	20.0	98.0	48.0	63.0	48.0	50.0	9.0	25.0	28.0	19.0	37.0	28.0	77.0	26.0	67.0	59.0	13.0	109.0	140.0	80.0	61.0	87.0	12.0	10.0	10.0	41.0	926864.0	1443983.99789
010_S_0904.nii	7.0	11.0	35.0	44.0	8.0	51.0	103.0	69.0	18.0	119.0	49.0	79.0	79.0	68.0	6.0	29.0	19.0	19.0	17.0	19.0	73.0	10.0	67.0	74.0	10.0	128.0	160.0	90.0	56.0	68.0	8.0	9.0	6.0	42.0	1156627.0	1725369.67892
011_S_0856.nii	5.0	16.0	32.0	36.0	10.0	52.0	60.0	57.0	18.0	87.0	47.0	66.0	47.0	54.0	9.0	15.0	20.0	14.0	17.0	33.0	52.0	25.0	64.0	57.0	21.0	111.0	114.0	71.0	56.0	56.0	10.0	10.0	7.0	46.0	1223556.0	1886045.48148
067_S_1185.nii	9.0	18.0	33.0	37.0	6.0	44.0	73.0	53.0	23.0	99.0	53.0	56.0	36.0	55.0	6.0	20.0	16.0	16.0	27.0	37.0	45.0	18.0	56.0	58.0	14.0	95.0	117.0	79.0	57.0	55.0	7.0	8.0	8.0	40.0	961592.0	1625059.68482
022_S_0044.nii	56.0	18.0	31.0	32.0	7.0	53.0	80.0	48.0	14.0	102.0	52.0	67.0	41.0	60.0	9.0	16.0	20.0	17.0	28.0	24.0	60.0	18.0	83.0	50.0	9.0	116.0	142.0	87.0	67.0	65.0	10.0	8.0	5.0	41.0	888773.0	1357652.6184
137_S_0994.nii	7.0	17.0	20.0	29.0	2.0	50.0	80.0	65.0	15.0	98.0	49.0	67.0	43.0	57.0	6.0	14.0	23.0	19.0	23.0	22.0	46.0	22.0	42.0	67.0	8.0	96.0	84.0	92.0	39.0	45.0	12.0	9.0	5.0	39.0	937036.0	1309949.06833
013_S_0502.nii	4.0	32.0	34.0	33.0	7.0	53.0	81.0	67.0	26.0	108.0	53.0	68.0	59.0	67.0	7.0	13.0	23.0	19.0	33.0	37.0	73.0	31.0	137.0	73.0	20.0	142.0	108.0	82.0	46.0	57.0	13.0	9.0	4.0	46.0	1157563.0	1632937.94741
016_S_1117.nii	6.0	18.0	27.0	33.0	6.0	51.0	85.0	54.0	22.0	79.0	46.0	66.0	37.0	78.0	7.0	18.0	17.0	15.0	25.0	23.0	58.0	29.0	62.0	64.0	10.0	105.0	137.0	87.0	57.0	56.0	7.0	10.0	6.0	34.0	989209.0	1404416.4177
116_S_0361.nii	9.0	23.0	36.0	49.0	6.0	52.0	119.0	76.0	22.0	101.0	53.0	75.0	59.0	67.0	8.0	20.0	16.0	21.0	35.0	26.0	55.0	34.0	71.0	77.0	23.0	142.0	120.0	94.0	62.0	69.0	15.0	10.0	5.0	78.0	1145276.0	1698892.23843
137_S_0438.nii	9.0	11.0	24.0	24.0	5.0	50.0	88.0	47.0	12.0	97.0	42.0	63.0	53.0	64.0	6.0	19.0	19.0	18.0	29.0	21.0	47.0	12.0	57.0	63.0	11.0	98.0	93.0	73.0	46.0	65.0	11.0	8.0	4.0	73.0	871912.0	1435006.29226
006_S_0731.nii	10.0	18.0	21.0	36.0	6.0	57.0	85.0	55.0	22.0	99.0	57.0	68.0	39.0	55.0	8.0	17.0	14.0	15.0	24.0	45.0	60.0	24.0	72.0	51.0	19.0	102.0	97.0	92.0	48.0	73.0	7.0	19.0	6.0	33.0	1065999.0	1441700.02539
029_S_0914.nii	6.0	17.0	41.0	38.0	9.0	54.0	94.0	63.0	18.0	91.0	66.0	67.0	43.0	57.0	7.0	20.0	25.0	18.0	24.0	32.0	48.0	24.0	62.0	65.0	13.0	114.0	141.0	84.0	55.0	61.0	9.0	10.0	6.0	33.0	1169502.0	1766677.87845
021_S_0753.nii	5.0	20.0	40.0	39.0	5.0	70.0	85.0	77.0	13.0	103.0	68.0	63.0	48.0	74.0	7.0	21.0	25.0	22.0	31.0	25.0	74.0	30.0	76.0	67.0	17.0	139.0	128.0	112.0	54.0	66.0	9.0	10.0	7.0	27.0	1077845.0	1763081.22075
022_S_1097.nii	11.0	17.0	36.0	42.0	5.0	48.0	84.0	57.0	19.0	98.0	53.0	68.0	42.0	60.0	6.0	22.0	15.0	14.0	17.0	21.0	65.0	32.0	65.0	54.0	18.0	90.0	96.0	84.0	49.0	56.0	8.0	11.0	4.0	24.0	1028318.0	1587307.36478
002_S_0938.nii	9.0	26.0	24.0	32.0	9.0	49.0	80.0	62.0	18.0	90.0	66.0	50.0	46.0	52.0	8.0	19.0	24.0	17.0	20.0	20.0	48.0	26.0	69.0	66.0	9.0	99.0	116.0	95.0	59.0	55.0	8.0	11.0	7.0	39.0	917049.0	1360330.58825
109_S_1343.nii	10.0	15.0	32.0	39.0	13.0	60.0	95.0	49.0	19.0	101.0	65.0	74.0	44.0	57.0	5.0	38.0	19.0	17.0	33.0	24.0	48.0	23.0	61.0	65.0	13.0	112.0	104.0	85.0	49.0	46.0	7.0	9.0	5.0	55.0	1046664.0	1659381.32333
002_S_0685.nii	4.0	16.0	33.0	36.0	4.0	52.0	66.0	43.0	16.0	118.0	44.0	61.0	37.0	56.0	8.0	17.0	15.0	18.0	23.0	36.0	53.0	22.0	59.0	51.0	8.0	109.0	119.0	77.0	36.0	46.0	9.0	8.0	2.0	32.0	993335.0	1506710.035
068_S_0476.nii	6.0	23.0	22.0	41.0	5.0	56.0	83.0	63.0	23.0	100.0	48.0	81.0	56.0	57.0	10.0	12.0	18.0	21.0	25.0	35.0	52.0	30.0	58.0	56.0	12.0	116.0	90.0	77.0	48.0	56.0	10.0	13.0	5.0	45.0	904163.0	1440581.63618
137_S_0459.nii	13.0	14.0	28.0	33.0	6.0	67.0	84.0	60.0	26.0	119.0	53.0	63.0	47.0	64.0	8.0	15.0	20.0	18.0	39.0	23.0	49.0	21.0	56.0	68.0	11.0	118.0	103.0	88.0	54.0	64.0	10.0	13.0	8.0	71.0	1041935.0	1586591.68964
027_S_0461.nii	5.0	17.0	24.0	43.0	12.0	58.0	99.0	68.0	24.0	118.0	60.0	83.0	54.0	66.0	6.0	23.0	27.0	19.0	41.0	24.0	58.0	37.0	62.0	79.0	25.0	128.0	129.0	80.0	56.0	66.0	9.0	15.0	7.0	76.0	1065421.0	1658381.22797
072_S_1211.nii	13.0	11.0	36.0	28.0	31.0	63.0	97.0	56.0	12.0	88.0	63.0	63.0	41.0	56.0	5.0	36.0	20.0	17.0	20.0	22.0	71.0	14.0	97.0	64.0	11.0	120.0	139.0	98.0	43.0	64.0	7.0	10.0	7.0	71.0	1091019.0	1659944.62853
037_S_0539.nii	10.0	12.0	23.0	47.0	3.0	55.0	97.0	58.0	19.0	96.0	46.0	76.0	45.0	58.0	6.0	19.0	26.0	16.0	21.0	39.0	67.0	30.0	53.0	62.0	5.0	121.0	108.0	57.0	47.0	55.0	6.0	10.0	6.0	29.0	1013052.0	1604164.29373
082_S_0641.nii	8.0	33.0	31.0	42.0	13.0	62.0	97.0	54.0	30.0	127.0	73.0	77.0	48.0	48.0	9.0	28.0	22.0	26.0	22.0	31.0	69.0	26.0	99.0	71.0	19.0	124.0	147.0	110.0	55.0	68.0	10.0	12.0	6.0	45.0	1090088.0	1905028.40849
137_S_0796.nii	11.0	19.0	37.0	40.0	8.0	59.0	87.0	73.0	28.0	120.0	63.0	90.0	54.0	73.0	5.0	27.0	30.0	24.0	25.0	55.0	63.0	42.0	83.0	100.0	9.0	148.0	144.0	94.0	66.0	70.0	10.0	8.0	6.0	35.0	1180961.0	1903532.79549
128_S_0229.nii	7.0	10.0	25.0	27.0	4.0	56.0	93.0	51.0	17.0	98.0	60.0	57.0	32.0	45.0	6.0	14.0	22.0	15.0	23.0	27.0	49.0	26.0	48.0	49.0	17.0	91.0	85.0	65.0	39.0	59.0	8.0	8.0	7.0	48.0	942497.0	1341718.8063
